N,P,K,temperature,humidity,ph,rainfall,Soil_OC,Fertilizer_kg_ha,Pest_Index,Irrigation_mm,Yield_t_ha,label
107.14831029175714,16.346063468067097,32.4175717177131,27.694844932276165,52.44592017454969,6.301103072822553,114.79933190573816,1.40777368550041,220.5283605720997,0.437696301097624,481.0898801979584,2.21,coffee
118.71352688345785,31.79972204521189,33.69706183121731,26.56032490260595,68.2802399017723,6.456718461536049,182.37731623893893,1.4838552007800847,222.5461063447273,0.7814435512906528,358.04520611180834,1.9,coffee
82.69022954967362,34.61336133758619,26.684415252440463,28.238933570281304,55.15797815239327,6.07455935467126,145.55419123727296,1.1515831019093443,198.11480966403903,0.5785897995757561,406.42489098468826,1.93,coffee
88.09280303757035,33.29669099377319,32.305513000434814,27.616466766456597,53.45944980788962,6.917492412586945,191.78637967936143,1.0502720135247634,164.8723937103291,0.6196202898524974,359.6991296770838,1.45,coffee
101.03571193511472,10.074060911204445,32.927782218113954,26.18751889520336,56.11200992240868,6.506849625041237,153.6906164327919,1.3285760810039025,197.4864504122857,0.5504636265627564,366.9853560010995,1.71,coffee
79.19602618673116,30.446429825808668,33.675286398309154,26.5802528071066,52.957993589420894,6.887893943991684,143.4376968990116,1.1256825970204465,194.20527835014224,0.5607258711259246,419.517658389111,1.24,coffee
97.87321512960142,38.83850129079653,26.144056517976328,28.248836435085305,55.69315341262629,6.923282036320487,142.74037634865846,1.3877287601540784,207.10475949631487,0.5696865697578071,448.7793446282415,1.93,coffee
86.24051433880578,29.77730799177401,29.145316959874187,25.30710796986832,62.03225155525494,6.791309069897458,132.93974600542947,1.0243336261154257,207.1060024738768,0.5348387506660292,453.8306812940154,1.3,coffee
70.47006516987729,15.48390943315504,28.86578401288022,23.55126118986585,70.63871186380884,6.73785831641112,154.38949686362363,1.0492034694087828,164.97220898884592,0.7318204530880699,419.7119327074898,1.19,coffee
106.2534733966802,20.07408275324405,34.03649722791548,28.09621066040376,49.97623468378982,7.6093123079065474,162.16764016396476,1.2998811434925976,219.43247370452727,0.5691751001233255,398.1486921515837,1.1,coffee
112.48551281742029,27.31531395406507,28.309531452010333,24.435065853758392,59.48077205983427,6.8719596949939925,184.38041804036172,1.1703632855729655,222.43583478131623,0.5111406459610244,371.6250427981114,1.78,coffee
99.01057620167587,33.87773374774593,26.7914585452942,24.028583235452142,57.58341324438545,6.265397437256554,124.22152964814796,1.2982401829034556,201.67338195080197,0.5195833066176745,388.75207257411927,2.09,coffee
100.38061764285985,23.68559682708853,27.74206656952054,25.988300858713316,59.35424429681159,7.138734585533223,202.8509703226246,1.4900820419649916,194.80639881015188,0.5760116218759334,363.17105749514855,1.3,coffee
73.76618931029817,20.13142261562252,25.15325504773081,24.137767158777123,60.81752353166541,7.597103524632968,177.16977132631666,1.075336262519,183.6150564911377,0.6703925897350983,348.77449607579337,1.39,coffee
116.81631541313482,20.085811140546877,31.76302295171376,24.790886801865824,52.06211826240014,6.960875940823275,186.1118706874546,1.4637963984974167,235.370683936764,0.5521277651878739,375.9780666530679,1.86,coffee
107.91957801920104,26.766883569620948,33.342286223004905,24.976852807369237,59.55334650399825,6.282728971799769,154.32096711459775,1.3585076926188069,194.2057984112417,0.6322066908242673,410.9117459262117,1.73,coffee
106.67611860674336,34.95678306138297,27.22156707392153,26.055050673824777,66.2309838005704,7.391503279187494,141.7490461006975,1.4449986251836735,212.02706566545885,0.632475866338443,434.63077283470017,1.75,coffee
88.56004132937969,21.59555111694209,20.269834881440293,25.303491009534884,67.426907842046,7.366930594044545,190.4229691443721,1.3131850438421804,206.59888569745684,0.6886682923754588,313.77801823954496,1.71,coffee
87.52175203549663,28.541121334677943,24.64234675396258,25.997800883842995,51.84535328756654,6.051159928452372,215.8067163704428,0.9965434930806728,182.56492467020632,0.5598154833668121,432.3760540158945,1.65,coffee
94.52699239108016,16.93027234969326,29.128967070056845,28.381682762466177,68.98862907740735,6.75626670351422,155.68894342344447,1.4085547928577151,210.4983106670379,0.5670451202740318,467.11222376677136,1.7,coffee
113.16307270700428,26.46941720188704,34.40311861291671,23.750293651971443,55.8132253369133,5.868581028748543,198.2399355348836,1.4515825705790084,251.03374985375035,0.5939585775140299,369.1558894077061,2.12,coffee
91.03600588930536,39.88471537343919,31.697398058629577,23.46964376576137,51.66309940466535,6.999708967451963,105.38282384228955,1.1832149571951671,205.5628943597609,0.4533419665418433,400.36528129160695,1.72,coffee
100.56344498590022,25.334692824498507,18.385080436163,24.930087109419063,52.01426116219556,7.1285519579313,211.82514035060615,1.3696561296089251,217.69997108004583,0.5636284829675149,317.9852016051175,1.63,coffee
115.65623645340206,17.455450090932608,39.849523519281504,23.5212160198809,67.14716030626984,7.317965089471244,121.72962553362412,1.5253328873614969,203.87888677738405,0.5799673916550178,445.2235038927422,1.74,coffee
95.59900700561025,32.930285755943885,35.36578257361008,27.464884257897115,53.153854256280106,6.708647256831255,119.70625416641604,1.4173955718385909,237.48584716597384,0.5884811321791048,447.2694647119371,1.72,coffee
83.28296049304345,23.911229332414667,28.82279866807845,27.146188924408627,68.64543941806718,6.75351063358256,121.22683975074511,1.1280660297130398,202.86602057931228,0.6757816294317508,381.1538431642242,1.44,coffee
92.0101229448584,29.514971841414614,35.97120654546708,27.21318975339372,61.102395741228456,6.62175258415668,187.89405129997917,1.0999624823013274,216.8910245619899,0.5510703624651367,317.66148687398976,1.68,coffee
89.22421920270249,34.510785755211295,27.31420155182832,29.27822578026069,58.83363232965925,6.800686566254819,132.47992449395804,1.0673312844952865,204.61870065354125,0.5225269757743951,425.4089144363091,1.2,coffee
83.5720761493696,32.075627121639755,31.094246654574107,22.34516780654658,53.039896061243454,7.313301311619606,174.70120852957967,1.167144491825387,164.48238379966827,0.4559296639439273,381.2497811176802,1.6,coffee
117.22842776776648,37.35938023984311,31.78221206173555,23.516081694520093,54.98920522972304,6.618518001247681,92.87986838113054,1.703261926460732,251.5745898042268,0.4929182826873789,438.2404581568747,2.19,coffee
103.23684649524334,31.54593733103533,29.015321574715912,24.950534928974207,62.8058122243287,6.869839472018873,116.65739934857228,1.2060993594819152,191.74824886345735,0.6354540880223709,488.9384772988333,1.78,coffee
118.52042296435366,20.473922701320287,31.984843510025573,26.071549811293384,54.97622874419047,7.262782179408298,180.455090468809,1.206109651534199,211.97648255700844,0.4529258372453548,329.0726661849279,1.62,coffee
121.3585739881452,35.76940841557224,25.928254030203647,26.475866177326395,57.90208998968098,7.042864910277248,109.57264954396962,1.439329099399848,238.7388969770936,0.567731489429344,394.3160751366566,2.03,coffee
78.13333249173188,29.27966857049416,28.082894628790037,27.88462368701349,67.81797723757182,7.478976243766368,149.3619532888217,1.074427828622203,196.67164824638,0.4633561502608263,447.7969750205447,0.73,coffee
83.63795136813755,21.2487112887262,23.675597698992767,24.56390820802059,66.12030292503934,7.292459848423045,179.81961497054013,1.205632530093976,225.9308175534952,0.5878514393726969,396.0188747379753,1.39,coffee
116.26508887325564,29.019735809682103,30.703326626092664,26.70626989553256,64.03542387174257,6.344339408875137,154.20859477872847,1.5819628573754592,246.4544333309465,0.5441293969383334,393.8093234369041,2.32,coffee
84.93643139502808,24.58633004318032,32.274171354855326,24.985246565331742,61.42645395059758,7.031147937141917,192.34864290302949,1.1447662392765496,177.2450597775111,0.6188698769966355,434.3632883984158,1.45,coffee
114.3103914784196,13.4870665739833,32.20258873906327,28.91723589873699,68.2463018926629,6.910063639251867,217.4122582001576,1.6033697370725146,208.35933816492548,0.6012597784670064,313.9681864116141,1.42,coffee
96.69213416480446,28.73646944703685,29.8948727417694,24.78547900491073,57.75627226484552,6.255019112723538,209.3098671121584,1.0517927680177452,195.8428182917812,0.517456476390737,374.5325583824791,1.75,coffee
106.14629721480816,26.088777131845912,28.282366094894023,27.70935460355558,57.7446836859035,6.922212644824788,146.2948736678291,1.1061949176849557,177.068127215214,0.4786617096097134,355.6392758200768,1.78,coffee
89.60765910414628,35.28837951155703,29.10159824631992,25.92478835476886,54.35555691025389,6.94960708701681,126.5577686427998,1.084075006072167,187.74857745661552,0.4529742534048659,377.060116642356,1.38,coffee
84.63294230425988,37.49260873806068,41.70862506379829,25.04500345515433,51.39211699151949,6.2864792290619205,140.93557033213835,0.9197740555437836,191.7078101693093,0.5551732618963863,377.22156549756176,1.67,coffee
108.62554688703348,29.99903092406667,31.31561725277601,28.04063448574092,54.30649559610352,6.777606536623451,134.63328402722905,1.3034911491731471,181.14154430636572,0.5267226634310266,419.9132561720528,1.55,coffee
116.18639998796624,18.686790018514905,30.64115621066641,27.60391623081349,61.35324981450007,6.708954427290492,211.17992791601029,1.5817274472851783,207.82438945095967,0.6995848539075822,369.2342287316593,1.89,coffee
103.17721755389027,18.070592343376354,35.14689455315926,28.54896198712808,53.49822013974608,6.15142810305492,141.4241309291634,1.244928278643986,193.0347774320999,0.5245232379255439,442.2533672965956,1.82,coffee
120.076309222004,21.040448692686446,27.6957388745282,22.98341540691532,50.12378090633573,6.912239591800226,118.26336067261818,1.4725934467124022,208.9033437568107,0.5033407963568484,422.99223907167845,1.99,coffee
113.57546246606002,26.60782963838581,25.61982322022047,24.815621155297524,59.59926273731829,7.153707712741663,200.0595952086714,1.3388765727273484,228.73147622713543,0.67570769437421,315.6680838589342,1.79,coffee
95.7532518826902,41.09632539227162,30.38055389657717,27.316437897188568,52.763240432699405,7.036638729520456,179.07514358992597,1.243612362476741,235.35971715067004,0.4884078710029794,391.9292308708788,1.35,coffee
98.85565948107742,34.262811013866255,24.454664311703983,22.780690892909192,61.772429881081536,7.106914503617718,135.43402162769542,1.3634069558626156,219.0565244894669,0.6068462655963694,399.5932972589386,1.76,coffee
126.79010496169968,34.79035033944756,22.95600853777125,22.440316443336616,67.61477972608525,6.685289081245164,113.2819934282814,1.5066697022868656,219.98789423932436,0.6733700047846795,436.51856161172446,2.56,coffee
87.28178539902697,27.409338018291223,30.108418027351984,26.75438866144861,72.27084860319415,6.381174517787387,148.76987742018702,1.18845132394529,208.0439546998764,0.7231534479663667,373.7813453243888,1.34,coffee
83.17806785414773,25.91867746310797,22.86215628917638,23.9578484608028,55.97990630422781,6.062158052442436,186.6683369562881,1.16517699481064,193.94806305958127,0.5676142394183399,425.112609378234,1.77,coffee
96.03138602618613,25.079704662661797,26.274364223133723,26.61510207857656,49.508809828449365,7.334937431032973,156.35269245674715,0.9929280790839868,204.7851055344857,0.4616812791968134,420.128636955114,1.34,coffee
85.73326025019992,35.94941831465503,30.98330339494545,25.59654273483468,54.49759553290823,6.739063781001958,167.1926581076282,1.133102148755238,183.1992086506994,0.5948693898180133,375.18941632015145,1.1,coffee
113.09048263339103,36.02467515098446,42.55902420996761,26.73709532614245,61.10481242365162,7.48353994304904,115.77549065466712,1.584387397410039,245.20644689160656,0.4860597356481758,405.3111311801109,1.74,coffee
84.41624577816616,34.99401994099092,20.97735421005909,25.33788264584945,58.41781221687703,6.805343271773912,144.76511612132273,1.3366199481954188,220.8115664426481,0.6659223621985978,414.53311799500426,1.2,coffee
89.41589578289641,39.58021191098832,29.88365658049513,26.25197212555704,55.70205243216591,5.962747696031414,193.4264214500401,1.4209097613024593,206.03377436363888,0.5387184768544416,392.804997899865,1.86,coffee
102.6460713070546,22.60016038978823,27.26389889054536,23.35759269160531,60.59313822141027,6.143006532983876,183.04209013083877,1.1781720608013158,225.08961018084196,0.7076571068989186,342.77005997575577,1.68,coffee
98.15889201131137,43.82322867032783,31.30217645683899,25.101480135499045,71.02464937604431,7.046204569859918,178.7204798566138,1.2534853992629242,215.5425176921228,0.6600937730391844,445.0835102506112,1.76,coffee
92.91539409569968,21.45999645224052,32.3209117466309,27.836507913608568,54.6849628621063,7.06860357964443,191.49604364185248,1.0900323371792429,190.82044552995143,0.6241263973447985,371.202305030506,1.22,coffee
112.8796738477202,38.4515089483544,27.27858887271996,25.92426597281652,60.263901786299805,6.553200331658733,145.70759114200607,1.411381266447857,222.1480735477456,0.6548630916294184,416.431985444677,1.85,coffee
102.20742064734576,29.14306153481859,25.539995935934908,27.715479058532257,63.841313940500015,6.901985338178269,186.3618955676061,1.4499292432785684,216.3731694241496,0.6162197737484282,386.89712199255297,1.53,coffee
114.62431697026602,18.731883636231085,25.031761807415915,23.589107606633185,61.71269061205495,7.3376168480216,189.9930373258744,1.5236735624931232,182.94314443983603,0.712306170863466,337.55622389903766,1.51,coffee
112.65232761799504,26.1395450071486,26.963927083703364,29.10508912587809,68.2869503199434,6.951139568279477,105.42534074762456,1.4530039518660498,213.47500128528355,0.5220276540488435,496.0674156937157,1.76,coffee
107.22972886922884,27.512641110141764,36.20552691720774,24.74102684915564,54.19255725976695,6.115770436825506,163.74078872735495,1.4536120304796205,205.76485161074265,0.6049217737582755,357.272270598181,2.07,coffee
124.17276773652917,31.149428373272467,29.20178840545957,25.431804129630677,68.7571787885787,6.509419274294321,161.3326831705786,1.456492017758762,239.53108776268647,0.5705670854274263,404.1363685830328,2.33,coffee
118.02908026493428,44.894994623858,35.92922143777133,24.14737138298653,56.95504691261041,7.223092015060644,134.79380960882057,1.3362098674247933,260.0555303834742,0.4988172838451604,491.4384109569008,1.93,coffee
99.86023305348738,35.45096147201143,32.0653468597962,28.73401841168813,68.06235687598915,6.541222442887277,182.68084447323488,1.4493865822821304,223.4183788413846,0.7060341266056095,298.1139978664871,1.72,coffee
83.03555359416595,40.08193799887571,28.775078280627778,26.942593200399767,49.67210384076564,7.460189505433837,135.07953114438092,0.9379949131052616,167.70647303835835,0.4911745920658484,414.2839718220912,1.29,coffee
119.32552615264338,34.00790177545349,29.214906688801666,22.810439734256292,66.32535296787273,6.731628218017828,168.1879211517113,1.5112816312872346,267.6160467403498,0.5361250631384629,476.8322710139645,2.06,coffee
111.75521882333508,16.171041277102727,36.78955904160863,23.81886574134872,67.4336210433392,6.601222934395574,177.56935654876975,1.5768782590361203,211.51959750390748,0.6271740182378074,435.9038175790504,2.14,coffee
112.23153442767013,23.069074844102044,21.79167707821184,24.179862155148708,66.21484124889153,7.024798079891054,208.48502527887044,1.4170452827643445,191.4257061407213,0.5498901008232113,380.96111783928905,1.89,coffee
82.19597967195145,17.098234659302342,26.981403631500363,23.56274542752145,58.84022281014685,7.478036000586033,119.15879438475515,1.0670857936764715,178.56614312189583,0.6096695182653571,377.1362469527072,0.91,coffee
98.9312891287839,34.31898764834784,21.108847019155068,26.42140435585352,68.90331814835076,6.676869832703277,165.19581496196275,1.3509033104050712,210.2140436192024,0.6579781727483033,398.5601312405231,2.07,coffee
99.98606303892493,37.93516775831804,33.39206474284438,26.55626275775497,50.76151131782354,7.03701220300864,118.712854245591,1.2481442968075172,205.58053182096165,0.4416078678253552,462.9159062800364,1.69,coffee
89.76028150150138,28.846114329128053,24.123369208203258,23.295460863882177,55.81855113335472,7.319001065997867,145.07505384269723,1.4038973240222092,192.79296864592865,0.3749081727186846,371.1874518739343,1.86,coffee
108.66115033350046,33.431148998238854,25.36146354336944,27.329476198855737,49.94481333137957,7.07527484451564,160.10681831126874,1.0989863486909852,205.8012471477776,0.46609222775322,328.3083766931619,1.4,coffee
112.81037843244812,34.18777425151061,24.44965734026612,30.036034959050617,59.49112930845763,6.123958290245751,158.12654239855905,1.5704534601607243,220.5890712221964,0.6322428327230284,411.9183840453283,1.85,coffee
108.76205700888644,38.17827361167034,28.588586865817344,27.336265000917013,57.80143377988541,6.431550523792488,156.97797551310856,1.2033346829472358,204.3849461684426,0.7229762984751518,403.405943530207,1.54,coffee
98.14079187173029,32.079147779228386,31.80110867500621,28.55953879305073,61.63399138259545,7.039002248334863,130.07404307190626,1.347318687841703,203.1637460495089,0.6093382080007032,406.4096942701068,1.53,coffee
99.52022544670174,35.896747918471355,28.448338693882807,23.115953863024604,51.23612429742852,6.824112637965223,156.87432437458418,1.3609810237653337,217.21909767042155,0.5002190708929899,422.8825128895783,1.86,coffee
104.28828685487468,16.551947298926255,22.85392026865564,22.620042723815327,63.76212338668766,6.408928312218062,204.2192128007128,1.3472886445171293,203.1839800343969,0.6091874757930634,319.00716278352115,2.01,coffee
99.90478550328314,38.20696199557556,23.12411397929469,27.004423863782694,53.30945236818006,6.443023087591246,141.27930474273333,1.1189084501206592,231.0165713324536,0.485933350729844,341.8908758976138,1.5,coffee
123.2910723028786,28.799445622094268,35.47758831267606,26.8384863137507,64.06086113076148,6.120139048053214,184.11836491755375,1.5280836557594064,242.274896784317,0.5484306934753453,328.8988643712092,2.03,coffee
106.68493824446776,17.745706228424833,38.87027663335373,24.15819796011647,57.08727721800946,7.276819738442112,186.25600946517645,1.617765955044454,217.82255167482572,0.6729662071255749,385.3225551073918,2.07,coffee
112.14969807121814,38.08972430693942,29.246820627657836,23.22237307934103,50.601449208628985,5.826123122802252,184.8660233273161,1.3801371866081311,226.12660283461963,0.6081275214627353,366.0845243963654,1.94,coffee
103.16692703280803,32.649277195089326,29.24517874179917,24.318615286312475,54.467184753436975,6.1876861640511365,156.6497208503637,1.2532024486890887,228.785075946718,0.4077357743159131,368.4624220133522,1.7,coffee
103.00400033352189,33.92415096127848,29.34987928275224,28.238269342976142,61.48940966511936,6.8428770739071645,158.2019575119828,1.288096954380504,195.66011276740377,0.7201450318988487,293.1398671550126,1.57,coffee
94.05978235804838,12.488188369331072,24.10667965833993,26.63887732430535,56.721448696491706,6.112447860978589,119.4377741365536,1.313158348163451,177.5415781017314,0.4968152566189958,411.49704707380704,1.72,coffee
127.19061000473366,30.528928982181423,30.490814782367615,23.92468616676132,64.04444370158129,6.273065950760393,158.68759232984308,1.5365603729834625,219.50181100413369,0.6263340154684063,424.654680398466,2.23,coffee
125.05124182559366,36.425721885538536,31.90079082237356,27.942764805308645,48.97752271806557,6.83712779979479,129.22319996298103,1.2739044596805742,249.87528015310264,0.3796707440703949,453.9031175562174,2.3,coffee
95.47428101785783,17.368208363143992,32.51884413793962,22.05524931093316,58.42696371478024,6.587454855321333,133.25796575271582,1.3349694104093972,217.45118276402803,0.6858750886628249,430.7591727520216,2.09,coffee
89.26735918034255,44.314743525599496,50.42750942977266,20.28230560042036,85.38967483031308,6.516395671672797,210.06348353113373,1.2861114800110345,252.17040708959027,0.8169109299604844,285.40462337905865,4.06,rice
81.36897235588486,59.93651229420766,37.2706781602448,20.507546038091984,78.24510038260772,7.132578472158756,245.8280867353258,1.207913197475268,226.50847944750328,0.8240637882700184,288.42093136569014,3.78,rice
60.30596193647226,51.01731873743282,54.62313720914439,22.922654848119542,84.07308650831594,7.93258217929336,257.1263737551416,1.004082521792987,207.7893611286144,0.7818670665940788,332.0074449458048,3.09,rice
69.61406024029966,31.86733777389793,41.24253626363836,25.38014642700224,81.85016107102788,6.931194745322179,245.40820326331288,1.139538783456592,182.49675524190795,0.7970313985895864,287.5453900242981,3.19,rice
82.01884916169195,39.755286865616505,38.04694156068655,22.180488272949432,81.59461225888525,7.774648875252614,270.9040071091009,1.0250567012415763,204.5501507207277,0.7715935785232714,314.5811864682853,3.14,rice
70.64592228158676,41.04832717208966,44.71014401926745,22.43078078413181,80.42302820444336,6.802182778596343,226.58791798005385,1.019926956910505,201.2335544204332,0.8249554954006074,255.39932681928045,3.07,rice
71.60567370022919,58.89963355823889,41.30186923955309,22.633462977380788,80.96706836185894,5.69097998355123,259.05509030125154,1.1829634861806606,228.23866104294757,0.8351142759653651,254.8088860980897,3.24,rice
101.12635379852637,55.944295770727706,42.01473845664897,19.817204915815488,81.38684392333323,5.802478164886384,233.09081498478827,1.234205433628344,244.59525691414672,0.888419760597733,299.82703120833577,4.05,rice
91.2528062036002,54.41857773127899,39.905723497407806,24.037794566864697,84.18873686530935,6.4467948522626655,224.6455674815141,1.130664640847885,219.27765141146463,0.7774052541342653,295.64570517756283,3.54,rice
62.19142127017037,56.73466991034887,41.14587548859935,21.964758481997663,82.80398230176529,6.265505737983078,206.6302123449676,1.0142623106561814,215.2507858571783,0.8983841952104614,312.04706488398426,3.38,rice
90.9452048673671,50.77479369749452,32.63662909869604,27.393547764131984,78.56890313556214,5.449475351992893,261.8589857078187,1.1822789218527985,225.98529452498872,0.8478676541732577,302.3842651373168,3.32,rice
86.87530339206332,48.67833289069337,41.56415370623876,26.917621289016008,83.44135313528093,7.458819100171403,243.5496986371528,1.2641693297675924,231.59117845354075,0.8440850062031146,304.4358508325301,3.49,rice
75.23347029204889,60.29649209412979,46.45268984860335,26.071752452264057,80.78759254531876,5.006996272522171,283.8316850878943,1.1017029856193112,245.48417611099092,0.754521304819243,245.35619347569872,3.89,rice
100.3155473383756,57.643208526138,34.45473775117329,24.544500776147405,84.09484377825449,6.870847497149151,181.03224012411425,1.016734635443849,230.45147190139528,0.6230057881483356,397.6542370546343,3.19,rice
97.6833034246119,49.70211567174915,38.10387001888797,25.86785522536903,82.2705559452648,6.735119724673561,221.92927581720448,1.1673564433835817,225.72403947841497,0.8191621043253559,375.4251266244922,3.29,rice
62.694727763574186,47.83844125774017,34.65947839968779,22.713175305502357,79.1684097361269,6.860586730509321,220.61651204532484,0.8683557443344325,207.84306532770927,0.7469679664207626,326.6622251874621,3.54,rice
83.72392087329992,37.5854497371141,41.84310476237165,22.533573781682243,83.46508205153903,6.135471634245854,269.675820025644,0.9578961630842002,206.76293748340495,0.7695715214466532,332.06904316809494,3.89,rice
88.15690000805323,37.42200022549634,44.50329661025993,25.48850172092703,79.25153011200383,6.827074886270074,189.5812899807962,1.2446206698758346,215.1412567868688,0.6844597309693758,411.2084543497316,3.13,rice
86.63463771363655,38.52757761683071,40.31882031840058,20.83186783869509,79.81448354530247,5.997700752224505,231.39365866582077,1.026250100322463,235.0870651753884,0.8330509665855356,281.78709600402226,3.69,rice
82.8117690497504,36.87025751445652,43.660381004115806,23.94410799089799,84.01083193673409,5.812936622296295,304.53166316334585,1.0334765484756592,209.7443007543372,0.8388733933934632,272.3414066741655,3.53,rice
90.43090145542672,44.09217080518243,29.55719186305758,23.427320994174323,83.59665081309531,6.524441228764396,187.4887023931114,1.3049706719206875,214.31738434235749,0.784184034424069,300.2661510081078,3.64,rice
81.0302833710507,38.08052901886457,42.28681644752599,25.73596576934976,84.8215358518486,5.041878246068073,244.50601794415456,1.0849957269314785,202.53291792308653,0.7862100354240105,283.734196487321,3.85,rice
70.92480982100115,55.12250461427915,39.25146365166172,20.131768100624488,80.97729578560349,5.866688814207713,215.0316424348302,0.9615236085176626,226.08061388990632,0.8176525743421615,346.181847895737,3.71,rice
82.75043975466816,44.07470718825053,39.37312831115268,22.25647190721277,85.45837417861237,6.067223693963372,206.4226411090169,1.084097483793972,221.2376151220874,0.8110030837608455,323.8499191409532,3.5,rice
99.71901461170948,47.86645815420559,36.5451536924884,24.739838637317963,77.57167015457425,7.196158712247833,217.6035375710963,1.190896172703717,233.7948396581922,0.7381009719175832,316.0788235563363,3.52,rice
64.69973738673711,50.341705509164704,42.02334529060289,24.886827403662075,78.61374323126358,7.991643049081485,239.12243887964715,1.0328254546986049,229.68713346860204,0.7014939396000409,254.41795521433423,2.89,rice
100.26359479793835,61.51942350421045,35.45086321760339,25.962447616651502,85.90094658958769,6.270302459433202,273.23504757510204,1.1779683551474502,272.9208521230225,0.8919276162408999,260.20465168341184,4.02,rice
103.0526963717232,46.477620797107456,48.006535193680605,24.952296489141347,81.68661516207887,6.950099010056135,252.09762632126893,1.2739446544533672,228.09707148132864,0.8110788622462801,353.6222441983454,3.95,rice
55.81920478664884,51.41018211254876,53.27190234303978,20.191466788808253,87.33918720837929,6.337656396950891,261.5776339147385,0.8008216319911599,179.6979416670408,0.8558521551799333,274.28865857524664,3.41,rice
91.01240020415258,44.435883439138266,31.876134172388163,23.60237049920255,80.3951671515867,5.95782796530363,180.08851127702343,1.038256320978309,228.58968616505533,0.6867182191496013,349.6797418134824,3.89,rice
70.31092970473505,51.17646952958632,38.86427149232091,22.398639502168923,87.77363035625415,5.821568725102955,262.01336700854654,0.9408656034273072,205.84874452102096,0.7444428675641908,218.07568208897928,3.55,rice
96.61496642568008,37.83269408118735,39.34156071422009,22.521827951457507,76.6987408841392,6.533273118690063,184.92502927413844,1.5268304960563996,222.9551320657997,0.6954676611365712,349.71511583828675,3.95,rice
94.02860285564329,32.376224961337584,38.59602827199835,24.98000897647977,83.0515455120837,6.428071729139724,229.14333447489085,1.1369908431150515,182.9006719092992,0.8255982307939982,342.77518589716857,3.45,rice
101.89789137000857,50.88406072504198,38.49025363584912,19.36323344366576,80.32016754212233,4.803657604596869,272.5415126124451,1.1368692010684562,252.3769424325965,0.8251856999777861,251.9557109651253,4.24,rice
86.9917411631004,59.95667050177497,37.37805330603104,26.61453555429412,85.26483344434465,6.074518471647928,236.37689311625192,1.2229592367720463,225.13934205784287,0.6898857935488237,292.0185736638084,3.92,rice
99.39659443306772,56.02282496380251,40.20894924236117,27.20254439624197,82.41336865265855,5.738998966219176,197.45185800206607,1.2468419323571929,258.36426378719744,0.7511218469285883,295.86544762839424,3.5,rice
107.79150032923437,54.344533177805225,37.100834270487496,27.60146080021197,82.22044724528521,5.926614420854624,276.3276537367374,1.3525438271471373,243.3390578542837,0.9360350908442212,279.8001750159366,3.78,rice
95.1179598697725,39.34056917150967,37.887880900729655,24.388790537611968,84.01967579736838,5.687557410081865,283.30112242741137,1.0793183823673351,209.65340300995675,0.8508290152026374,253.72887784119925,3.26,rice
62.99156893917806,40.874308403018205,39.88243962884794,20.67675381173124,84.91522099912919,7.362459858211638,308.5286572643124,0.7678769453635113,201.4903200616417,0.8814626660365937,263.27971915865004,2.9,rice
55.871545416748695,44.42280555294399,44.286976448307726,25.2028020955398,81.76648397117988,5.591016188195311,262.62172998520344,0.933066773530956,207.0614664088073,0.8399082237889253,285.48020644576485,3.62,rice
63.01331458345127,43.39660474317234,32.32048783230989,22.74136647388168,80.62876349310987,6.467794074548735,257.0747202237257,1.0478544723703258,195.37919134194476,0.7854744039966933,258.3911344245569,3.26,rice
66.59467882999135,47.316725605088166,39.84451395404459,25.37516526310645,80.76736679882602,5.491199053342672,208.648694727597,0.9268553080992326,215.41336493299767,0.8668242848529237,422.6702714373438,3.22,rice
80.35535793056799,60.66128648238604,37.53339582348138,25.470757985819557,81.4658106234333,6.859954735224986,194.21330422258868,1.1787711488108272,252.34463215627207,0.7274399462557019,351.2812618876533,3.34,rice
81.20121942123768,40.39613249894786,41.70457054353136,21.57678336859775,87.8278976937132,6.22854077338036,291.32821891483337,1.091652175463191,180.467033066811,0.957645784048966,209.00919465237288,3.62,rice
82.02966025214809,55.33442611101293,47.00053535671305,26.44335719631454,80.8562703540253,7.351310983021309,285.87173917219826,0.9155059576312706,260.8973873806215,0.8123597210403566,235.5431019113225,3.06,rice
93.45552310022428,34.4664852285303,35.35613442358252,25.35607450168708,79.90531134224075,6.170085468692927,175.31227084011206,1.1055956344101183,212.0684322740172,0.7398676208501471,412.3516018715493,3.33,rice
84.47718604047068,51.61465269900175,37.02954703644927,26.175818180827847,81.56192678377975,5.282042887081438,209.8264122317348,1.0895236222507267,205.1997905380453,0.7041481771979348,368.9267814441584,3.33,rice
75.22635101726482,41.55793607003991,43.7887252299281,23.58418312155828,82.29869317059587,7.643494393652681,216.46672240092803,1.1644535688697384,188.46340871337293,0.7765155447021149,284.17737097139985,2.88,rice
76.75612501040686,47.16297660917956,44.20646499099904,23.156863847251444,80.9685940520372,7.041560781158354,220.6985638722376,1.0572468492020426,206.08130508564972,0.8317944877573018,387.7147622144088,3.61,rice
81.4778663797802,56.44546830860154,49.09901687319192,24.081200566933173,76.13065559553394,7.786345027395556,250.25209807507127,1.0309520783150654,249.2929519176813,0.8986523502075153,295.7608066888651,3.7,rice
55.292909045440325,37.532282713938336,43.037135504377424,22.736785985556008,78.81626576916254,5.355040950873317,211.3779102944962,0.9195982708557766,185.11848684638252,0.6969752183618297,333.3829489280437,3.2,rice
